"Name","Type_1","Type_2","Total","HP","Attack","Defense","Sp_Atk","Sp_Def","Speed","Generation","isLegendary","Color","hasGender","Pr_Male","Egg_Group_1","Egg_Group_2","hasMegaEvolution","Height_m","Weight_kg","Catch_Rate","Body_Style","Cluster"
"Weezing","Poison",,0.6166666666666667,0.4865771812080537,0.5781250000000001,0.8137931034482758,0.5821428571428571,0.4461538461538461,0.4413793103448276,0.1,"False","Purple","True",0.55,"Amorphous",,"False",1.19,9.5,60,"multiple_bodies","cluster_2"
"Rhyhorn","Ground","Rock",0.375,0.5771812080536912,0.55,0.6586206896551724,0.2285714285714286,0.16923076923076924,0.22413793103448276,0.1,"False","Grey","True",0.55,"Monster","Field","False",0.99,115.0,120,"quadruped","cluster_2"
"Rhydon","Ground","Rock",0.6083333333333333,0.7281879194630873,0.8031250000000001,0.8137931034482758,0.32499999999999996,0.2730769230769231,0.3172413793103448,0.1,"False","Grey","True",0.55,"Monster","Field","False",1.91,120.0,60,"bipedal_tailed","cluster_2"
"Tangela","Grass",,0.525,0.4865771812080537,0.38125000000000003,0.7827586206896552,0.6785714285714285,0.23846153846153847,0.4413793103448276,0.1,"False","Blue","True",0.55,"Grass",,"False",0.99,35.0,45,"head_legs","cluster_2"
"Kangaskhan","Normal",,0.6166666666666667,0.7281879194630873,0.6062500000000001,0.5655172413793104,0.2928571428571428,0.5153846153846154,0.6275862068965518,0.1,"False","Brown","True",0.1,"Monster",,"True",2.21,80.0,45,"bipedal_tailed","cluster_2"
"Horsea","Water",,0.29166666666666663,0.2751677852348993,0.29687500000000006,0.503448275862069,0.48571428571428577,0.1346153846153846,0.4413793103448276,0.1,"False","Blue","True",0.55,"Water_1","Dragon","False",0.41,8.0,225,"head_base","cluster_1"
"Seadra","Water",,0.5333333333333333,0.4261744966442953,0.43750000000000006,0.6586206896551724,0.6464285714285714,0.2730769230769231,0.596551724137931,0.1,"False","Blue","True",0.55,"Water_1","Dragon","False",1.19,25.0,75,"head_base","cluster_2"
"Goldeen","Water",,0.33333333333333326,0.3657718120805369,0.4487500000000001,0.4413793103448276,0.26071428571428573,0.3076923076923077,0.45999999999999996,0.1,"False","Red","True",0.55,"Water_2",,"False",0.61,15.0,225,"with_fins","cluster_1"
"Seaking","Water",,0.5499999999999999,0.5771812080536912,0.5893750000000001,0.4724137931034482,0.4535714285714286,0.5153846153846154,0.4910344827586207,0.1,"False","Red","True",0.55,"Water_2",,"False",1.3,39.0,60,"with_fins","cluster_2"
"Staryu","Water",,0.3666666666666666,0.2751677852348993,0.32500000000000007,0.41034482758620683,0.48571428571428577,0.3423076923076923,0.596551724137931,0.1,"False","Brown","False",,"Water_3",,"False",0.79,34.5,225,"head_base","cluster_1"
"Starmie","Water","Psychic",0.6666666666666666,0.4563758389261745,0.4937500000000001,0.596551724137931,0.6785714285714285,0.55,0.7827586206896552,0.1,"False","Purple","False",,"Water_3",,"False",1.09,80.0,60,"head_base","cluster_2"
"Mr._Mime","Psychic","Fairy",0.5666666666666667,0.3355704697986577,0.32500000000000007,0.4724137931034482,0.6785714285714285,0.7923076923076924,0.6275862068965518,0.1,"False","Pink","True",0.55,"Human-Like",,"False",1.3,54.5,45,"bipedal_tailless","cluster_2"
"Scyther","Bug","Flying",0.6333333333333333,0.5167785234899329,0.690625,0.5655172413793104,0.38928571428571435,0.5153846153846154,0.7206896551724138,0.1,"False","Green","True",0.55,"Bug",,"False",1.5,56.0,45,"four_wings","cluster_2"
"Jynx","Ice","Psychic",0.5583333333333333,0.4865771812080537,0.3531250000000001,0.28620689655172415,0.775,0.6192307692307693,0.6586206896551724,0.1,"False","Red","True",0.1,"Human-Like",,"False",1.4,40.6,45,"bipedal_tailless","cluster_2"
"Electabuzz","Electric",,0.6166666666666667,0.4865771812080537,0.5387500000000001,0.4227586206896552,0.6464285714285714,0.55,0.7206896551724138,0.1,"False","Yellow","True",0.775,"Human-Like",,"False",1.09,30.0,45,"bipedal_tailed","cluster_2"
"Magmar","Fire",,0.625,0.4865771812080537,0.6062500000000001,0.4227586206896552,0.6785714285714285,0.55,0.6462068965517241,0.1,"False","Red","True",0.775,"Human-Like",,"False",1.3,44.5,45,"bipedal_tailed","cluster_2"
"Pinsir","Bug",,0.6333333333333333,0.4865771812080537,0.7750000000000001,0.6896551724137931,0.38928571428571435,0.4461538461538461,0.596551724137931,0.1,"False","Brown","True",0.55,"Bug",,"True",1.5,55.0,45,"bipedal_tailless","cluster_2"
"Tauros","Normal",,0.6166666666666667,0.546979865771812,0.6343750000000001,0.6586206896551724,0.2928571428571428,0.4461538461538461,0.7517241379310344,0.1,"False","Brown","True",1.0,"Field",,"False",1.4,88.4,45,"quadruped","cluster_2"
"Magikarp","Water",,0.13333333333333333,0.21476510067114093,0.12812500000000002,0.41034482758620683,0.13214285714285717,0.1,0.5655172413793104,0.1,"False","Red","True",0.55,"Water_2","Dragon","False",0.89,10.0,255,"with_fins","cluster_1"
"Gyarados","Water","Flying",0.7,0.6677852348993288,0.7750000000000001,0.5593103448275862,0.4214285714285715,0.6538461538461539,0.5717241379310345,0.1,"False","Blue","True",0.55,"Water_2","Dragon","True",6.5,235.0,45,"serpentine_body","cluster_3"
"Lapras","Water","Ice",0.6916666666666667,0.8791946308724832,0.55,0.5655172413793104,0.5821428571428571,0.6192307692307693,0.4413793103448276,0.1,"False","Blue","True",0.55,"Monster","Water_1","False",2.49,220.0,45,"with_fins","cluster_2"
"Ditto","Normal",,0.28,0.3838926174496644,0.34187500000000004,0.36689655172413793,0.3442857142857143,0.29384615384615387,0.36689655172413793,0.1,"False","Purple","False",,"Ditto",,"False",0.3,4.0,35,"head_only","cluster_2"
"Eevee","Normal",,0.3416666666666667,0.4261744966442953,0.38125000000000003,0.3793103448275862,0.32499999999999996,0.4115384615384615,0.41034482758620683,0.1,"False","Brown","True",0.8875,"Field",,"False",0.3,6.5,45,"quadruped","cluster_2"
"Vaporeon","Water",,0.675,0.8791946308724832,0.43750000000000006,0.4413793103448276,0.7428571428571429,0.6192307692307693,0.4724137931034482,0.1,"False","Blue","True",0.8875,"Field",,"False",0.99,29.0,45,"quadruped","cluster_2"
"Jolteon","Electric",,0.675,0.4865771812080537,0.43750000000000006,0.4413793103448276,0.7428571428571429,0.6192307692307693,0.8758620689655172,0.1,"False","Yellow","True",0.8875,"Field",,"False",0.79,24.5,45,"quadruped","cluster_2"
"Flareon","Fire",,0.675,0.4865771812080537,0.8031250000000001,0.4413793103448276,0.6464285714285714,0.7230769230769232,0.4724137931034482,0.1,"False","Red","True",0.8875,"Field",,"False",0.89,25.0,45,"quadruped","cluster_2"
"Porygon","Normal",,0.45833333333333326,0.4865771812080537,0.40937500000000004,0.503448275862069,0.5821428571428571,0.48076923076923084,0.3172413793103448,0.1,"False","Pink","False",,"Mineral",,"False",0.79,36.5,45,"head_legs","cluster_2"
"Omanyte","Rock","Water",0.3916666666666666,0.3053691275167785,0.29687500000000006,0.6896551724137931,0.6142857142857142,0.3423076923076923,0.28620689655172415,0.1,"False","Blue","True",0.8875,"Water_1","Water_3","False",0.41,7.5,45,"several_limbs","cluster_2"
"Omastar","Rock","Water",0.625,0.5167785234899329,0.40937500000000004,0.8448275862068966,0.775,0.4461538461538461,0.41034482758620683,0.1,"False","Blue","True",0.8875,"Water_1","Water_3","False",0.99,35.0,45,"several_limbs","cluster_2"
"Kabuto","Rock","Water",0.3916666666666666,0.2751677852348993,0.5218750000000001,0.6275862068965518,0.38928571428571435,0.2730769230769231,0.41034482758620683,0.1,"False","Brown","True",0.8875,"Water_1","Water_3","False",0.51,11.5,45,"insectoid","cluster_2"
"Kabutops","Rock","Water",0.625,0.4563758389261745,0.7187500000000001,0.7206896551724138,0.4535714285714286,0.4461538461538461,0.5655172413793104,0.1,"False","Brown","True",0.8875,"Water_1","Water_3","False",1.3,40.5,45,"bipedal_tailed","cluster_2"
"Aerodactyl","Rock","Flying",0.6583333333333333,0.5771812080536912,0.6625000000000001,0.4724137931034482,0.4214285714285715,0.48076923076923084,0.8758620689655172,0.1,"False","Purple","True",0.8875,"Flying",,"True",1.8,59.0,45,"two_wings","cluster_2"
"Snorlax","Normal",,0.7,1,0.690625,0.4724137931034482,0.4535714285714286,0.7230769230769232,0.2551724137931034,0.1,"False","Black","True",0.8875,"Monster",,"False",2.11,460.0,25,"bipedal_tailless","cluster_2"
"Articuno","Ice","Flying",0.7666666666666666,0.6375838926174496,0.55,0.6896551724137931,0.6464285714285714,0.826923076923077,0.596551724137931,0.1,"True","Blue","False",,"Undiscovered",,"False",1.7,55.4,3,"two_wings","cluster_2"
"Zapdos","Electric","Flying",0.7666666666666666,0.6375838926174496,0.5781250000000001,0.596551724137931,0.8392857142857143,0.5846153846153846,0.6896551724137931,0.1,"True","Yellow","False",,"Undiscovered",,"False",1.6,52.6,3,"two_wings","cluster_2"
"Moltres","Fire","Flying",0.7666666666666666,0.6375838926174496,0.6343750000000001,0.6275862068965518,0.8392857142857143,0.55,0.6275862068965518,0.1,"True","Yellow","False",,"Undiscovered",,"False",2.01,60.0,3,"two_wings","cluster_2"
"Dratini","Dragon",,0.29999999999999993,0.3416107382550335,0.43187500000000006,0.34827586206896555,0.3571428571428571,0.3076923076923077,0.3793103448275862,0.1,"False","Blue","True",0.55,"Water_1","Dragon","False",1.8,3.3,45,"serpentine_body","cluster_2"
"Dragonair","Dragon",,0.5,0.46241610738255035,0.544375,0.4724137931034482,0.48571428571428577,0.4461538461538461,0.503448275862069,0.1,"False","Blue","True",0.55,"Water_1","Dragon","False",3.99,16.5,45,"serpentine_body","cluster_2"
"Dragonite","Dragon","Flying",0.7999999999999999,0.6436241610738255,0.8256250000000002,0.6586206896551724,0.6785714285714285,0.6538461538461539,0.5655172413793104,0.1,"False","Brown","True",0.55,"Water_1","Dragon","False",2.21,210.0,45,"bipedal_tailed","cluster_2"
"Mewtwo","Psychic",,0.9333333333333332,0.7342281879194631,0.690625,0.6275862068965518,1,0.5846153846153846,0.8758620689655172,0.1,"True","Purple","False",,"Undiscovered",,"True",2.01,122.0,3,"bipedal_tailed","cluster_3"
"Mew","Psychic",,0.7999999999999999,0.697986577181208,0.6343750000000001,0.6896551724137931,0.6785714285714285,0.6538461538461539,0.6896551724137931,0.1,"False","Pink","False",,"Undiscovered",,"False",0.41,4.0,45,"bipedal_tailed","cluster_2"
"Chikorita","Grass",,0.32999999999999996,0.3657718120805369,0.34750000000000003,0.4724137931034482,0.35071428571428576,0.4115384615384615,0.34827586206896555,0.28,"False","Green","True",0.8875,"Monster","Grass","False",0.89,6.4,45,"quadruped","cluster_2"
"Bayleef","Grass",,0.475,0.4563758389261745,0.4206250000000001,0.5655172413793104,0.4407142857142857,0.5153846153846154,0.4413793103448276,0.28,"False","Green","True",0.8875,"Monster","Grass","False",1.19,15.8,45,"quadruped","cluster_2"
"Meganium","Grass",,0.675,0.5771812080536912,0.5331250000000001,0.6896551724137931,0.5692857142857143,0.6538461538461539,0.5655172413793104,0.28,"False","Green","True",0.8875,"Monster","Grass","False",1.8,100.5,45,"quadruped","cluster_2"
"Cyndaquil","Fire",,0.31499999999999995,0.32953020134228184,0.36437500000000006,0.3358620689655172,0.4214285714285715,0.3076923076923077,0.4724137931034482,0.28,"False","Yellow","True",0.8875,"Field",,"False",0.51,7.9,45,"bipedal_tailless","cluster_2"
"Quilava","Fire",,0.475,0.4442953020134228,0.43187500000000006,0.4289655172413793,0.5499999999999999,0.4115384615384615,0.5655172413793104,0.28,"False","Yellow","True",0.8875,"Field",,"False",0.89,19.0,45,"quadruped","cluster_2"
"Typhlosion","Fire",,0.69,0.5651006711409395,0.544375,0.553103448275862,0.7364285714285714,0.55,0.6896551724137931,0.28,"False","Yellow","True",0.8875,"Field",,"False",1.7,79.5,45,"quadruped","cluster_2"
"Totodile","Water",,0.32333333333333325,0.3959731543624161,0.43750000000000006,0.4662068965517241,0.3185714285714286,0.29384615384615387,0.3358620689655172,0.28,"False","Blue","True",0.8875,"Monster","Water_1","False",0.61,9.5,45,"bipedal_tailed","cluster_2"
"Croconaw","Water",,0.475,0.4865771812080537,0.5218750000000001,0.5655172413793104,0.41500000000000004,0.3976923076923077,0.4289655172413793,0.28,"False","Blue","True",0.8875,"Monster","Water_1","False",1.09,25.0,45,"bipedal_tailed","cluster_2"
"Feraligatr","Water",,0.6833333333333333,0.6073825503355704,0.6625000000000001,0.6896551724137931,0.5435714285714286,0.5361538461538462,0.553103448275862,0.28,"False","Blue","True",0.8875,"Monster","Water_1","False",2.31,88.8,45,"bipedal_tailed","cluster_2"
"Sentret","Normal",,0.1583333333333333,0.3053691275167785,0.33062500000000006,0.28,0.26071428571428573,0.2730769230769231,0.19310344827586207,0.28,"False","Brown","True",0.55,"Field",,"False",0.79,6.0,255,"quadruped","cluster_1"
"Furret","Normal",,0.4916666666666667,0.6073825503355704,0.49937500000000007,0.4662068965517241,0.32499999999999996,0.3423076923076923,0.6275862068965518,0.28,"False","Brown","True",0.55,"Field",,"False",1.8,32.5,90,"quadruped","cluster_2"
"Hoothoot","Normal","Flying",0.23666666666666666,0.4563758389261745,0.24062500000000003,0.2551724137931034,0.2671428571428571,0.34923076923076923,0.3793103448275862,0.28,"False","Brown","True",0.55,"Flying",,"False",0.71,21.2,255,"two_wings","cluster_1"
"Noctowl","Normal","Flying",0.5366666666666666,0.697986577181208,0.3531250000000001,0.3793103448275862,0.5242857142857142,0.6261538461538462,0.503448275862069,0.28,"False","Brown","True",0.55,"Flying",,"False",1.6,40.8,90,"two_wings","cluster_2"
"Ledyba","Bug","Flying",0.24166666666666667,0.3355704697986577,0.184375,0.2551724137931034,0.2928571428571428,0.5153846153846154,0.41034482758620683,0.28,"False","Red","True",0.55,"Bug",,"False",0.99,10.8,255,"two_wings","cluster_1"
"Ledian","Bug","Flying",0.44999999999999996,0.4261744966442953,0.26875000000000004,0.3793103448275862,0.38928571428571435,0.7230769230769232,0.596551724137931,0.28,"False","Red","True",0.55,"Bug",,"False",1.4,35.6,90,"two_wings","cluster_1"
"Spinarak","Bug","Poison",0.21666666666666665,0.3355704697986577,0.40937500000000004,0.3172413793103448,0.2928571428571428,0.23846153846153847,0.2551724137931034,0.28,"False","Green","True",0.55,"Bug",,"False",0.51,8.5,255,"insectoid","cluster_1"
"Ariados","Bug","Poison",0.44999999999999996,0.5167785234899329,0.5781250000000001,0.503448275862069,0.4214285714285715,0.3769230769230769,0.3172413793103448,0.28,"False","Red","True",0.55,"Bug",,"False",1.09,33.5,90,"insectoid","cluster_2"
"Crobat","Poison","Flying",0.6916666666666667,0.6073825503355704,0.5781250000000001,0.5655172413793104,0.48571428571428577,0.5153846153846154,0.8758620689655172,0.28,"False","Purple","True",0.55,"Flying",,"False",1.8,75.0,90,"four_wings","cluster_2"
"Chinchou","Water","Electric",0.35,0.546979865771812,0.285625,0.30482758620689654,0.3957142857142857,0.34923076923076923,0.4848275862068966,0.28,"False","Blue","True",0.55,"Water_2",,"False",0.51,12.0,190,"with_fins","cluster_1"
"Lanturn","Water","Electric",0.5666666666666667,0.848993288590604,0.39812500000000006,0.4289655172413793,0.5242857142857142,0.48769230769230776,0.4848275862068966,0.28,"False","Blue","True",0.55,"Water_2",,"False",1.19,22.5,75,"with_fins","cluster_2"
"Pichu","Electric",,0.14166666666666664,0.21476510067114093,0.29687500000000006,0.16206896551724137,0.26071428571428573,0.20384615384615384,0.4413793103448276,0.28,"False","Yellow","True",0.55,"Undiscovered",,"False",0.3,2.0,190,"quadruped","cluster_1"
"Cleffa","Fairy",,0.1633333333333333,0.3959731543624161,0.21250000000000002,0.24275862068965517,0.32499999999999996,0.3423076923076923,0.16206896551724137,0.28,"False","Pink","True",0.325,"Undiscovered",,"False",0.3,3.0,150,"bipedal_tailed","cluster_1"
"Igglybuff","Normal","Fairy",0.15,0.6375838926174496,0.24062500000000003,0.16206896551724137,0.2928571428571428,0.1,0.16206896551724137,0.28,"False","Pink","True",0.325,"Undiscovered",,"False",0.3,1.0,170,"bipedal_tailless","cluster_1"
"Togepi","Fairy",,0.20833333333333334,0.3053691275167785,0.184375,0.4724137931034482,0.2928571428571428,0.4115384615384615,0.19310344827586207,0.28,"False","White","True",0.8875,"Undiscovered",,"False",0.3,1.5,190,"bipedal_tailless","cluster_1"
"Togetic","Fairy","Flying",0.475,0.4261744966442953,0.29687500000000006,0.596551724137931,0.5499999999999999,0.6884615384615385,0.3172413793103448,0.28,"False","White","True",0.8875,"Flying","Fairy","False",0.61,3.2,75,"bipedal_tailless","cluster_2"
"Natu","Psychic","Flying",0.33333333333333326,0.3355704697986577,0.3531250000000001,0.34827586206896555,0.48571428571428577,0.2730769230769231,0.503448275862069,0.28,"False","Green","True",0.55,"Flying",,"False",0.2,2.0,190,"two_wings","cluster_1"
"Xatu","Psychic","Flying",0.5833333333333334,0.4865771812080537,0.4937500000000001,0.503448275862069,0.6464285714285714,0.4461538461538461,0.6586206896551724,0.28,"False","Green","True",0.55,"Flying",,"False",1.5,15.0,75,"two_wings","cluster_2"
"Mareep","Electric",,0.2666666666666666,0.4261744966442953,0.29687500000000006,0.3172413793103448,0.4535714285714286,0.2730769230769231,0.28620689655172415,0.28,"False","White","True",0.55,"Monster","Field","False",0.61,7.8,235,"quadruped","cluster_1"
"Flaaffy","Electric",,0.4083333333333333,0.5167785234899329,0.38125000000000003,0.41034482758620683,0.5499999999999999,0.3769230769230769,0.34827586206896555,0.28,"False","Pink","True",0.55,"Monster","Field","False",0.79,13.3,120,"bipedal_tailed","cluster_2"
"Ampharos","Electric",,0.65,0.6375838926174496,0.4937500000000001,0.596551724137931,0.775,0.5846153846153846,0.41034482758620683,0.28,"False","Yellow","True",0.55,"Monster","Field","True",1.4,61.5,45,"bipedal_tailed","cluster_2"
"Bellossom","Grass",,0.6166666666666667,0.546979865771812,0.5218750000000001,0.6586206896551724,0.6142857142857142,0.6538461538461539,0.3793103448275862,0.28,"False","Green","True",0.55,"Grass",,"False",0.41,5.8,45,"bipedal_tailless","cluster_2"
"Marill","Water","Fairy",0.21666666666666665,0.5167785234899329,0.184375,0.3793103448275862,0.16428571428571428,0.3076923076923077,0.3172413793103448,0.28,"False","Blue","True",0.55,"Water_1","Fairy","False",0.41,8.5,190,"bipedal_tailed","cluster_1"
"Azumarill","Water","Fairy",0.5,0.697986577181208,0.3531250000000001,0.5655172413793104,0.4214285714285715,0.5153846153846154,0.3793103448275862,0.28,"False","Blue","True",0.55,"Water_1","Fairy","False",0.79,28.5,75,"bipedal_tailed","cluster_2"
"Sudowoodo","Rock",,0.4833333333333333,0.5167785234899329,0.6343750000000001,0.7827586206896552,0.2285714285714286,0.4115384615384615,0.2551724137931034,0.28,"False","Brown","True",0.55,"Mineral",,"False",1.19,38.0,65,"bipedal_tailless","cluster_2"
"Politoed","Water",,0.6333333333333333,0.6375838926174496,0.4937500000000001,0.5344827586206896,0.6142857142857142,0.6538461538461539,0.503448275862069,0.28,"False","Green","True",0.55,"Water_1",,"False",1.09,33.9,45,"bipedal_tailed","cluster_2"
"Hoppip","Grass","Flying",0.21666666666666665,0.3053691275167785,0.26875000000000004,0.3172413793103448,0.26071428571428573,0.3423076923076923,0.3793103448275862,0.28,"False","Pink","True",0.55,"Fairy","Grass","False",0.41,0.5,255,"bipedal_tailed","cluster_1"
"Skiploom","Grass","Flying",0.3666666666666666,0.4261744966442953,0.32500000000000007,0.3793103448275862,0.32499999999999996,0.4115384615384615,0.5655172413793104,0.28,"False","Green","True",0.55,"Fairy","Grass","False",0.61,1.0,120,"bipedal_tailed","cluster_2"
"Jumpluff","Grass","Flying",0.5666666666666667,0.546979865771812,0.38125000000000003,0.503448275862069,0.38928571428571435,0.6192307692307693,0.7517241379310344,0.28,"False","Blue","True",0.55,"Fairy","Grass","False",0.79,3.0,45,"bipedal_tailed","cluster_2"
"Aipom","Normal",,0.4,0.4261744966442953,0.46562500000000007,0.41034482758620683,0.2928571428571428,0.3423076923076923,0.596551724137931,0.28,"False","Purple","True",0.55,"Field",,"False",0.79,11.5,45,"bipedal_tailed","cluster_2"
"Sunkern","Grass",,0.1,0.2751677852348993,0.24062500000000003,0.2551724137931034,0.2285714285714286,0.16923076923076924,0.2551724137931034,0.28,"False","Yellow","True",0.55,"Grass",,"False",0.3,1.8,235,"head_only","cluster_1"
"Sunflora","Grass",,0.5083333333333333,0.546979865771812,0.4937500000000001,0.41034482758620683,0.7107142857142856,0.55,0.2551724137931034,0.28,"False","Yellow","True",0.55,"Grass",,"False",0.79,8.5,120,"bipedal_tailless","cluster_1"
"Yanma","Bug","Flying",0.44999999999999996,0.4865771812080537,0.43750000000000006,0.34827586206896555,0.5178571428571429,0.2730769230769231,0.6586206896551724,0.28,"False","Red","True",0.55,"Bug",,"False",1.19,38.0,75,"four_wings","cluster_2"
"Wooper","Water","Ground",0.15,0.4261744966442953,0.32500000000000007,0.34827586206896555,0.19642857142857142,0.1346153846153846,0.16206896551724137,0.28,"False","Blue","True",0.55,"Water_1","Field","False",0.41,8.5,255,"head_legs","cluster_1"
"Quagsire","Water","Ground",0.5166666666666666,0.6677852348993288,0.55,0.596551724137931,0.4535714285714286,0.4115384615384615,0.28620689655172415,0.28,"False","Blue","True",0.55,"Water_1","Field","False",1.4,75.0,90,"bipedal_tailed","cluster_2"
"Espeon","Psychic",,0.675,0.4865771812080537,0.43750000000000006,0.4413793103448276,0.8714285714285714,0.6192307692307693,0.7517241379310344,0.28,"False","Purple","True",0.8875,"Field",,"False",0.89,26.5,45,"quadruped","cluster_2"
"Umbreon","Dark",,0.675,0.6677852348993288,0.43750000000000006,0.7517241379310344,0.4214285714285715,0.8615384615384616,0.4724137931034482,0.28,"False","Black","True",0.8875,"Field",,"False",0.99,27.0,45,"quadruped","cluster_2"
"Murkrow","Dark","Flying",0.475,0.4563758389261745,0.55,0.32965517241379305,0.5821428571428571,0.25230769230769234,0.6337931034482759,0.28,"False","Black","True",0.55,"Flying",,"False",0.51,2.1,30,"two_wings","cluster_2"
"Slowking","Water","Psychic",0.6166666666666667,0.6677852348993288,0.4937500000000001,0.5655172413793104,0.6785714285714285,0.7230769230769232,0.2551724137931034,0.28,"False","Pink","True",0.55,"Monster","Water_1","False",2.01,79.5,70,"bipedal_tailed","cluster_2"
"Misdreavus","Ghost",,0.525,0.4563758389261745,0.40937500000000004,0.4413793103448276,0.5821428571428571,0.55,0.596551724137931,0.28,"False","Purple","True",0.55,"Amorphous",,"False",0.71,1.0,45,"head_only","cluster_2"
"Unown","Psychic",,0.36,0.3838926174496644,0.47687500000000005,0.36689655172413793,0.49857142857142855,0.29384615384615387,0.36689655172413793,0.28,"False","Black","False",,"Undiscovered",,"False",0.51,5.0,225,"head_only","cluster_1"
"Wobbuffet","Psychic",,0.475,1,0.2575,0.4289655172413793,0.24785714285714286,0.3630769230769231,0.27379310344827584,0.28,"False","Blue","True",0.55,"Amorphous",,"False",1.3,28.5,45,"head_base","cluster_2"
"Girafarig","Normal","Psychic",0.5583333333333333,0.5167785234899329,0.5218750000000001,0.4724137931034482,0.6142857142857142,0.4115384615384615,0.596551724137931,0.28,"False","Yellow","True",0.55,"Field",,"False",1.5,41.5,60,"quadruped","cluster_2"
"Pineco","Bug",,0.2833333333333333,0.3959731543624161,0.43750000000000006,0.6275862068965518,0.26071428571428573,0.20384615384615384,0.16206896551724137,0.28,"False","Grey","True",0.55,"Bug",,"False",0.61,7.2,190,"head_only","cluster_1"
"Forretress","Bug","Steel",0.575,0.546979865771812,0.5781250000000001,0.9379310344827586,0.4214285714285715,0.3769230769230769,0.3172413793103448,0.28,"False","Purple","True",0.55,"Bug",,"False",1.19,125.8,75,"head_only","cluster_2"
"Dunsparce","Normal",,0.4916666666666667,0.697986577181208,0.46562500000000007,0.503448275862069,0.4535714285714286,0.4115384615384615,0.34827586206896555,0.28,"False","Yellow","True",0.55,"Field",,"False",1.5,14.0,190,"serpentine_body","cluster_1"
"Gligar","Ground","Flying",0.5166666666666666,0.4865771812080537,0.4937500000000001,0.7206896551724138,0.26071428571428573,0.4115384615384615,0.596551724137931,0.28,"False","Purple","True",0.55,"Bug",,"False",1.09,64.8,60,"two_wings","cluster_2"
"Steelix","Steel","Ground",0.65,0.546979865771812,0.55,1,0.38928571428571435,0.4115384615384615,0.2551724137931034,0.28,"False","Grey","True",0.55,"Mineral",,"True",9.19,400.0,25,"serpentine_body","cluster_0"
"Snubbull","Fairy",,0.29999999999999993,0.4563758389261745,0.5218750000000001,0.3793103448275862,0.2928571428571428,0.23846153846153847,0.2551724137931034,0.28,"False","Pink","True",0.325,"Field","Fairy","False",0.61,7.8,190,"bipedal_tailless","cluster_1"
"Granbull","Fairy",,0.5499999999999999,0.6375838926174496,0.7468750000000001,0.5344827586206896,0.4214285714285715,0.3769230769230769,0.34827586206896555,0.28,"False","Purple","True",0.325,"Field","Fairy","False",1.4,48.7,75,"bipedal_tailed","cluster_2"
"Qwilfish","Water","Poison",0.5166666666666666,0.4865771812080537,0.6062500000000001,0.5344827586206896,0.38928571428571435,0.3423076923076923,0.596551724137931,0.28,"False","Grey","True",0.55,"Water_2",,"False",0.51,3.9,45,"with_fins","cluster_2"
"Scizor","Bug","Steel",0.6333333333333333,0.5167785234899329,0.8031250000000001,0.6896551724137931,0.38928571428571435,0.5153846153846154,0.4724137931034482,0.28,"False","Red","True",0.55,"Bug",,"True",1.8,118.0,25,"four_wings","cluster_2"
"Heracross","Bug","Fighting",0.6333333333333333,0.5771812080536912,0.7750000000000001,0.5344827586206896,0.2928571428571428,0.6192307692307693,0.596551724137931,0.28,"False","Blue","True",0.55,"Bug",,"True",1.5,54.0,45,"bipedal_tailless","cluster_2"
"Sneasel","Dark","Ice",0.5166666666666666,0.4261744966442953,0.6062500000000001,0.41034482758620683,0.26071428571428573,0.48076923076923084,0.7827586206896552,0.28,"False","Black","True",0.55,"Field",,"False",0.89,28.0,60,"bipedal_tailed","cluster_2"
"Teddiursa","Normal",,0.35,0.4563758389261745,0.5218750000000001,0.3793103448275862,0.3571428571428571,0.3076923076923077,0.3172413793103448,0.28,"False","Brown","True",0.55,"Field",,"False",0.61,8.8,120,"bipedal_tailed","cluster_2"
"Ursaring","Normal",,0.6333333333333333,0.6375838926174496,0.8031250000000001,0.5344827586206896,0.5178571428571429,0.48076923076923084,0.41034482758620683,0.28,"False","Brown","True",0.55,"Field",,"False",1.8,125.8,60,"bipedal_tailed","cluster_2"
"Slugma","Fire",,0.21666666666666665,0.3355704697986577,0.29687500000000006,0.3172413793103448,0.48571428571428577,0.23846153846153847,0.19310344827586207,0.28,"False","Red","True",0.55,"Amorphous",,"False",0.71,35.0,190,"serpentine_body","cluster_1"
"Magcargo","Fire","Rock",0.4833333333333333,0.3959731543624161,0.3531250000000001,0.8137931034482758,0.5499999999999999,0.5153846153846154,0.2551724137931034,0.28,"False","Red","True",0.55,"Amorphous",,"False",0.79,55.0,75,"serpentine_body","cluster_2"
"Swinub","Ice","Ground",0.21666666666666665,0.3959731543624161,0.3531250000000001,0.3172413793103448,0.2285714285714286,0.16923076923076924,0.3793103448275862,0.28,"False","Brown","True",0.55,"Field",,"False",0.41,6.5,225,"quadruped","cluster_1"
"Piloswine","Ice","Ground",0.5499999999999999,0.697986577181208,0.6343750000000001,0.5655172413793104,0.4214285714285715,0.3769230769230769,0.3793103448275862,0.28,"False","Brown","True",0.55,"Field",,"False",1.09,55.8,75,"quadruped","cluster_2"
"Corsola","Water","Rock",0.43333333333333335,0.4261744966442953,0.38125000000000003,0.596551724137931,0.4535714285714286,0.55,0.28620689655172415,0.28,"False","Pink","True",0.325,"Water_1","Water_3","False",0.61,5.0,60,"insectoid","cluster_2"
